q,NormalSparsity
0.0672,0.2467863289494341
0.0673,0.24687850398642408
0.0674,0.2469706164297384
0.0675,0.247062666435132
0.0676,0.24715465415774399
0.0677,0.2472465797521008
0.0678,0.24733844337211974
0.0679,0.24743024517111195
0.0680,0.24752198530178612
0.0681,0.24761366391625136
0.0682,0.24770528116602075
0.0683,0.24779683720201445
0.0684,0.2478883321745627
0.0685,0.2479797662334095
0.0686,0.2480711395277151
0.0687,0.24816245220605976
0.0688,0.24825370441644645
0.0689,0.24834489630630419
0.0690,0.24843602802249082
0.0691,0.24852709971129638
0.0692,0.24861811151844604
0.0693,0.2487090635891029
0.0694,0.24879995606787136
0.0695,0.24889078909879958
0.0696,0.248981562825383
0.0697,0.24907227739056692
0.0698,0.2491629329367493
0.0699,0.249253529605784
0.0700,0.24934406753898353
0.0701,0.24943454687712158
0.0702,0.24952496776043637
0.0703,0.24961533032863306
0.0704,0.2497056347208867
0.0705,0.24979588107584505
0.0706,0.24988606953163134
0.0707,0.24997620022584666
0.0708,0.25006627329557335
0.0709,0.25015628887737706
0.0710,0.2502462471073097
0.0711,0.2503361481209122
0.0712,0.250425992053217
0.0713,0.25051577903875066
0.0714,0.2506055092115368
0.0715,0.25069518270509805
0.0716,0.2507847996524595
0.0717,0.2508743601861503
0.0718,0.250963864438207
0.0719,0.2510533125401757
0.0720,0.2511427046231146
0.0721,0.2512320408175966
0.0722,0.2513213212537116
0.0723,0.25141054606106916
0.0724,0.25149971536880084
0.0725,0.2515888293055626
0.0726,0.25167788799953733
0.0727,0.2517668915784372
0.0728,0.2518558401695059
0.0729,0.2519447338995213
0.0730,0.25203357289479766
0.0731,0.25212235728118776
0.0732,0.2522110871840856
0.0733,0.25229976272842847
0.0734,0.2523883840386993
0.0735,0.25247695123892894
0.0736,0.25256546445269834
0.0737,0.2526539238031413
0.0738,0.25274232941294567
0.0739,0.2528306814043566
0.0740,0.2529189798991782
0.0741,0.2530072250187761
0.0742,0.25309541688407916
0.0743,0.2531835556155819
0.0744,0.25327164133334684
0.0745,0.2533596741570063
0.0746,0.25344765420576454
0.0747,0.2535355815984003
0.0748,0.2536234564532684
0.0749,0.253711278888302
0.0750,0.25379904902101486
0.0751,0.253886766968503
0.0752,0.2539744328474472
0.0753,0.2540620467741147
0.0754,0.25414960886436133
0.0755,0.2542371192336337
0.0756,0.2543245779969707
0.0757,0.2544119852690062
0.0758,0.25449934116397027
0.0759,0.2545866457956917
0.0760,0.25467389927759976
0.0761,0.25476110172272604
0.0762,0.25484825324370636
0.0763,0.2549353539527831
0.0764,0.25502240396180653
0.0765,0.25510940338223687
0.0766,0.2551963523251465
0.0767,0.25528325090122145
0.0768,0.25537009922076326
0.0769,0.25545689739369126
0.0770,0.2555436455295435
0.0771,0.25563034373747984
0.0772,0.25571699212628246
0.0773,0.2558035908043587
0.0774,0.2558901398797423
0.0775,0.255976639460095
0.0776,0.25606308965270896
0.0777,0.2561494905645081
0.0778,0.25623584230204965
0.0779,0.25632214497152633
0.0780,0.2564083986787678
0.0781,0.25649460352924247
0.0782,0.2565807596280593
0.0783,0.256666867079969
0.0784,0.2567529259893665
0.0785,0.2568389364602918
0.0786,0.2569248985964326
0.0787,0.2570108125011247
0.0788,0.2570966782773548
0.0789,0.25718249602776155
0.0790,0.25726826585463725
0.0791,0.25735398785992947
0.0792,0.25743966214524283
0.0793,0.2575252888118402
0.0794,0.2576108679606448
0.0795,0.2576963996922414
0.0796,0.2577818841068778
0.0797,0.25786732130446693
0.0798,0.25795271138458786
